epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,395.88,0.42543,0.23027,0.00228,0.94527,0.99658,0.99097,0.91697,0.43192,0.18698,0.0039,0.0007526,0.0007526,0.0007526
128,398.793,0.44892,0.23277,0.00225,0.92828,0.99571,0.99087,0.91657,0.39579,0.20422,0.00345,0.0007427,0.0007427,0.0007427
129,401.701,0.40621,0.20273,0.00213,0.93693,1,0.98992,0.91726,0.39524,0.2108,0.0035,0.0007328,0.0007328,0.0007328
130,404.784,0.4764,0.24659,0.00237,0.95401,0.92308,0.98458,0.89453,0.41601,0.24016,0.00351,0.0007229,0.0007229,0.0007229
131,407.67,0.4231,0.22022,0.00214,0.91227,0.9999,0.98856,0.89443,0.44622,0.22227,0.00382,0.000713,0.000713,0.000713
132,410.681,0.45482,0.24515,0.00229,0.96206,0.98077,0.98223,0.90722,0.38378,0.22207,0.00319,0.0007031,0.0007031,0.0007031
133,413.586,0.40771,0.20882,0.00205,0.95484,0.96154,0.98085,0.90814,0.37748,0.229,0.00321,0.0006932,0.0006932,0.0006932
134,416.482,0.4215,0.21664,0.00229,0.92194,1,0.9905,0.90403,0.46781,0.2162,0.00418,0.0006833,0.0006833,0.0006833
135,419.557,0.4478,0.24626,0.00236,0.94224,1,0.99055,0.92589,0.35452,0.1914,0.00308,0.0006734,0.0006734,0.0006734
136,422.488,0.42328,0.22476,0.00198,0.9673,0.98077,0.99078,0.90446,0.46463,0.2232,0.00421,0.0006635,0.0006635,0.0006635
137,425.407,0.38746,0.21887,0.00222,0.99399,0.92308,0.98992,0.91916,0.39914,0.19688,0.00327,0.0006536,0.0006536,0.0006536
138,428.288,0.40736,0.23651,0.00215,0.95968,0.96154,0.9892,0.90605,0.39404,0.20339,0.00326,0.0006437,0.0006437,0.0006437
139,431.206,0.39715,0.20829,0.00221,0.9454,0.99895,0.98715,0.9221,0.4196,0.19987,0.00384,0.0006338,0.0006338,0.0006338
140,434.22,0.42041,0.22641,0.00205,0.94442,0.98077,0.98701,0.90996,0.406,0.20543,0.00363,0.0006239,0.0006239,0.0006239
141,437.148,0.38752,0.22015,0.00209,0.94358,0.96494,0.98616,0.9074,0.41888,0.22688,0.00368,0.000614,0.000614,0.000614
